189 329 75.9 8958 4106121
190 30 6.5 303 4106424
191 259 58.2833 8563 4114987
192 107 21.8 329 4115316
193 202 50.45 14470 4129786
194 10 2 10 4129796
195 85 18.1 670 4130466
196 244 48.85 273 4130739
197 55 11 55 4130794
198 20 4 20 4130814
199 44 8.85 73 4130887
200 181 43.1 10892 4141779
201 20 4 20 4141799
202 21 5.65 2855 4144654
203 150 32.95 1531 4146185
204 196 48.9167 33609 4179794
205 0 0 0 4179794
206 5 1 5 4179799
207 130 26.4 349 4180148
208 18 3.9 183 4180331
209 20 4.1 77 4180408
210 140 31.6333 4217 4184625
211 0 0 0 4184625
212 48 9.6 48 4184673
213 84 17.2833 737 4185410
214 298 64.85 8836 4194246
215 240 49.5 1029 4195275
216 12 2.4 12 4195287
217 75 18.9 10426 4205713
218 18 6.4 20637 4226350
219 66 13.7 331 4226681
220 0 0 0 4226681
221 5 1 5 4226686
222 15 3 15 4226701
223 1 0.2 1 4226702
224 182 39.7167 3503 4230205
225 4 0.8 4 4230209
226 0 0 0 4230209
227 81 19.7 1758 4231967
228 96 21 1035 4233002
229 0 0 0 4233002
230 97 23.2333 11473 4244475
231 52 10.4 52 4244527
232 0 0 0 4244527
233 47 9.7 214 4244741
234 122 24.45 151 4244892
235 1 0.333333 465 4245357
236 78 16.5 564 4245921
237 30 6.2 142 4246063
238 0 0 0 4246063
239 0 0 0 4246063
240 585 128.167 8208 4254271
241 244 52.4 3977 4258248
242 66 13.35 152 4258400
243 28 7.8 13388 4271788
244 35 7.05 64 4271852
245 526 124.867 80893 4352745
246 12 2.4 12 4352757
247 60 12.6 386 4353143
248 5 1 5 4353148
249 0 0 0 4353148
250 2 0.4 2 4353150
251 382 84.5833 4482 4357632
252 11 2.5 176 4357808
253 29 6.51667 1163 4358971
254 4 0.8 4 4358975
255 60 12.7 427 4359402
256 76 15.4 188 4359590
257 2 0.4 2 4359592
258 0 0 0 4359592
259 0 0 0 4359592
260 421 95.9833 20308 4379900
261 195 48.05 26488 4406388
262 3 0.6 3 4406391
263 0 0 0 4406391
264 5 1.18333 497 4406888
265 2 0.4 2 4406890
266 14 4.83333 9467 4416357
267 75 17.6333 4727 4421084
268 0 0 0 4421084
269 52 12.2 946 4422030
270 134 28.9 1199 4423229
271 3 0.866667 901 4424130
272 37 7.7 202 4424332
273 142 32.2833 11026 4435358
274 150 33.8167 5478 4440836
275 329 78.8667 21030 4461866
276 2 0.4 2 4461868
277 258 54.5667 3545 4465413
278 10 2 10 4465423
279 384 85.4167 16411 4481834
280 49 10.75 549 4482383
281 25 5.1 82 4482465
282 36 7.3 93 4482558
283 60 12.9667 1309 4483867
284 35 7.05 64 4483931
285 51 10.5 216 4484147
286 18 3.6 18 4484165
287 2 0.4 2 4484167
288 15 3 15 4484182
289 28 5.7 85 4484267
290 5 1 5 4484272
291 483 97.6 1020 4485292
292 176 36.8 2079 4487371
293 166 36.95 5118 4492489
294 56 12.2333 2038 4494527
295 202 42.6333 1709 4496236
296 0 0 0 4496236
297 20 7.5 24260 4520496
298 50 12.9667 5001 4525497
299 73 15.2 389 4525886
300 86 18.2 620 4526506
301 35 7.2 149 4526655
302 0 0 0 4526655
303 40 8.35 234 4526889
304 7 1.4 7 4526896
305 40 8.6 364 4527260
306 55 11.1 112 4527372
307 110 23.9833 1447 4528819
308 72 15.4333 2127 4530946
309 131 26.3 188 4531134
310 9 2.11667 934 4532068
311 67 13.5 124 4532192
312 117 24.25 578 4532770
313 2 0.4 2 4532772
314 24 5.55 414 4533186
315 0 0 0 4533186
316 144 30.4333 1368 4534554
317 93 20.4833 7118 4541672
318 304 73.6333 22624 4564296
319 7 1.4 7 4564303
320 43 9.4 471 4564774
321 10 2 10 4564784
322 29 6.05 164 4564948
323 28 5.95 210 4565158
324 103 22.05 806 4565964
325 204 42.9333 1664 4567628
326 10 2 10 4567638
327 193 41.3833 1966 4569604
328 62 12.85 313 4569917
329 133 27 347 4570264
330 113 23 337 4570601
331 0 0 0 4570601
332 56 11.3 113 4570714
333 42 8.5 99 4570813
334 8 1.96667 961 4571774
335 12 2.4 12 4571786
336 0 0 0 4571786
337 201 41.8333 2440 4574226
338 2 0.5 59 4574285
339 20 4 20 4574305
340 29 6.4 347 4574652
341 11 2.3 68 4574720
342 4 0.8 4 4574724
343 48 10.5333 1991 4576715
344 23 4.91667 948 4577663
345 60 13.5667 2619 4580282
346 2 1 9455 4589737
347 144 31.3167 3003 4592740
348 18 3.6 18 4592758
349 5 1 5 4592763
350 14 2.85 43 4592806
351 36 7.5 201 4593007
352 0 0 0 4593007
353 28 5.75 112 4593119
354 6 1.35 90 4593209
355 7 1.4 7 4593216
356 27 5.4 27 4593243
357 89 19 711 4593954
358 77 15.45 106 4594060
359 95 20.1 671 4594731
360 0 0 0 4594731
361 0 0 0 4594731
362 4 0.9 61 4594792
363 55 12.8833 1300 4596092
364 2 0.5 59 4596151
365 359 84.15 14693 4610844
366 0 0 0 4610844
367 86 19.15 2203 4613047
368 0 0 0 4613047
369 0 0 0 4613047
370 27 6.15 428 4613475
371 16 3.5 185 4613660
372 39 8 149 4613809
373 90 18.4833 748 4614557
374 71 14.85 422 4614979
375 2 0.4 2 4614981
376 134 29.8 2678 4617659
377 255 59.0333 15043 4632702
378 10 2 10 4632712
379 18 6 6144 4638856
380 656 149.533 50203 4689059
381 28 5.7 85 4689144
382 36 8.6 2851 4691995
383 19 3.8 19 4692014
384 10 2 10 4692024
385 8 1.6 8 4692032
386 1 0.2 1 4692033
387 7 2 1410 4693443
388 21 4.25 50 4693493
389 73 14.8 183 4693676
390 0 0 0 4693676
391 208 43.35 1149 4694825
392 120 24 120 4694945
393 16 3.2 16 4694961
394 143 32.0667 14729 4709690
395 9 1.95 93 4709783
396 87 23.5 8857 4718640
397 34 6.95 120 4718760
398 0 0 0 4718760
399 4 0.8 4 4718764
400 92 20.6667 2931 4721695
401 1 0.2 1 4721696
402 30 6.3 197 4721893
403 191 40.05 1142 4723035
404 447 96.9 5991 4729026
405 2 0.4 2 4729028
406 46 9.85 393 4729421
407 57 12.1167 1190 4730611
408 4 0.8 4 4730615
409 52 10.95 351 4730966
410 56 14.4167 7054 4738020
411 11 2.2 11 4738031
412 1 0.2 1 4738032
413 45 9.18333 537 4738569
414 0 0 0 4738569
415 36 9.86667 6601 4745170
416 186 44.1667 26205 4771375
417 9 3 3189 4774564
418 22 4.6 132 4774696
419 2 0.4 2 4774698
420 16 3.2 16 4774714
421 6 1.5 165 4774879
422 0 0 0 4774879
423 18 3.8 130 4775009
424 4 0.8 4 4775013
425 24 5.13333 598 4775611
426 81 20.1167 4570 4780181
427 3 0.6 3 4780184
428 0 0 0 4780184
429 6 1.2 6 4780190
430 21 4.56667 974 4781164
431 152 32.95 1421 4782585
432 45 9.4 267 4782852
433 125 25.95 604 4783456
434 2 0.4 2 4783458
435 58 12.35 462 4783920
436 4 0.8 4 4783924
437 1 0.2 1 4783925
438 5 1 5 4783930
439 0 0 0 4783930
440 0 0 0 4783930
441 77 16.65 714 4784644
442 0 0 0 4784644
443 12 2.45 41 4784685
444 3 0.65 32 4784717
445 44 9.45 377 4785094
446 2 0.4 2 4785096
447 71 16 936 4786032
448 0 0 0 4786032
449 46 9.3 103 4786135
450 36 8.3 605 4786740
451 351 74.05 2230 4788970
452 9 1.8 9 4788979
453 2 0.4 2 4788981
454 46 9.6 262 4789243
455 138 30.1 4975 4794218
456 97 22.35 4221 4798439
457 0 0 0 4798439
458 4 0.8 4 4798443
459 6 2 2360 4800803
460 0 0 0 4800803
461 71 15.75 1913 4802716
462 173 35.55 676 4803392
463 3 0.866667 901 4804293
464 9 1.8 9 4804302
465 50 10.5 321 4804623
466 34 6.9 91 4804714
467 374 78.7333 4712 4809426
468 0 0 0 4809426
469 6 1.2 6 4809432
470 52 10.85 298 4809730
471 79 16.9667 1456 4811186
472 0 0 0 4811186
473 58 12.25 409 4811595
474 4 0.8 4 4811599
475 178 37.9 1335 4812934
476 0 0 0 4812934
477 181 36.55 375 4813309
478 14 3.4 334 4813643
479 2 0.4 2 4813645
480 8 1.6 8 4813653
481 18 3.6 18 4813671
482 245 53.5333 4972 4818643
483 209 48.9 8395 4827038
484 6 1.2 6 4827044
485 3 0.6 3 4827047
486 4 0.8 4 4827051
487 11 2.2 11 4827062
488 8 1.6 8 4827070
489 1 0.2 1 4827071
490 12 2.4 12 4827083
491 151 33.3667 4562 4831645
492 5 1 5 4831650
493 71 17.0333 3944 4835594
494 2 1 9455 4845049
495 0 0 0 4845049
496 3 0.6 3 4845052
497 75 15.6 393 4845445
498 41 8.5 204 4845649
499 0 0 0 4845649
500 29 6.18333 629 4846278
501 85 17.6 407 4846685
502 10 2 10 4846695
503 0 0 0 4846695
504 125 27.95 21645 4868340
505 12 3.73333 3422 4871762
506 14 2.9 71 4871833
507 48 10.5167 6007 4877840
508 6 1.2 6 4877846
509 21 4.4 133 4877979
510 531 110 2447 4880426
511 39 7.95 124 4880550
512 2 0.4 2 4880552
513 0 0 0 4880552
514 0 0 0 4880552
515 0 0 0 4880552
516 174 36.5 1056 4881608
517 94 20.1667 1511 4883119
518 87 18.45 642 4883761
519 25 5.15 110 4883871
520 65 13.65 413 4884284
521 178 36.5333 1064 4885348
522 8 1.65 37 4885385
523 0 0 0 4885385
524 0 0 0 4885385
525 0 0 0 4885385
526 8 1.65 37 4885422
527 10 2.05 39 4885461
528 4 0.85 33 4885494
529 2 0.5 59 4885553
530 75 15.2 189 4885742
531 27 5.75 221 4885963
532 125 29.8833 8025 4893988
533 0 0 0 4893988
534 0 0 0 4893988
535 35 8.41667 3514 4897502
536 5 1 5 4897507
537 38 9 736 4898243
538 45 9.25 184 4898427
539 221 48.3167 2882 4901309
540 1 0.2 1 4901310
541 1 0.2 1 4901311
542 5 1 5 4901316
543 0 0 0 4901316
544 18 3.75 102 4901418
545 75 18.1 2553 4903971
546 28 5.7 85 4904056
547 1 0.2 1 4904057
548 17 3.4 17 4904074
549 50 10.7 407 4904481
550 3 0.6 3 4904484
551 0 0 0 4904484
552 0 0 0 4904484
553 1 0.5 4960 4909444
554 54 13.8833 8206 4917650
555 0 0 0 4917650
556 0 0 0 4917650
557 0 0 0 4917650
558 12 2.4 12 4917662
559 8 1.6 8 4917670
560 7 1.45 36 4917706
561 105 21.05 134 4917840
562 135 30.2167 2429 4920269
563 6 1.2 6 4920275
564 0 0 0 4920275
565 2 0.4 2 4920277
566 8 1.6 8 4920285
567 119 24.05 259 4920544
568 25 5.35 217 4920761
569 20 4.1 77 4920838
570 4 0.9 61 4920899
571 18 3.6 18 4920917
572 5 1 5 4920922
573 12 2.45 41 4920963
574 11 2.25 40 4921003
575 14 2.8 14 4921017
576 171 35.7 2005 4923022
577 0 0 0 4923022
578 36 8.66667 3466 4926488
579 0 0 0 4926488
580 78 15.6 78 4926566
581 1 0.2 1 4926567
582 40 9.1 6482 4933049
583 0 0 0 4933049
584 17 3.4 17 4933066
585 46 10.05 467 4933533
586 0 0 0 4933533
587 140 30.7333 2900 4936433
588 13 2.6 13 4936446
589 4 0.8 4 4936450
590 0 0 0 4936450
591 0 0 0 4936450
592 80 16.8667 1287 4937737
593 0 0 0 4937737
594 78 19.8333 3633 4941370
595 0 0 0 4941370
596 90 18.25 231 4941601
597 76 15.35 161 4941762
598 6 1.2 6 4941768
599 117 24.85 880 4942648
600 37 7.55 123 4942771
601 1 0.2 1 4942772
602 0 0 0 4942772
603 28 5.6 28 4942800
604 1 0.2 1 4942801
605 12 2.4 12 4942813
606 36 7.2 36 4942849
607 26 5.2 26 4942875
608 8 2 224 4943099
609 17 3.55 102 4943201
610 0 0 0 4943201
611 15 3 15 4943216
612 24 6.56667 3295 4946511
613 16 3.2 16 4946527
614 171 34.6 389 4946916
615 0 0 0 4946916
616 0 0 0 4946916
617 4 0.8 4 4946920
618 25 5 25 4946945
619 8 1.6 8 4946953
620 1 0.2 1 4946954
621 6 1.2 6 4946960
622 0 0 0 4946960
623 0 0 0 4946960
624 4 0.8 4 4946964
625 3 0.6 3 4946967
626 16 3.2 16 4946983
627 0 0 0 4946983
628 0 0 0 4946983
629 38 8.33333 808 4947791
630 158 32.8167 1554 4949345
631 5 1 5 4949350
632 0 0 0 4949350
633 0 0 0 4949350
634 128 25.9 293 4949643
635 42 8.9 315 4949958
636 3 0.6 3 4949961
637 30 7.73333 2238 4952199
638 2 0.45 31 4952230
639 0 0 0 4952230
640 24 5.1 189 4952419
641 0 0 0 4952419
642 12 2.5 69 4952488
643 0 0 0 4952488
644 0 0 0 4952488
645 0 0 0 4952488
646 4 0.8 4 4952492
647 41 8.45 182 4952674
648 0 0 0 4952674
649 21 4.2 21 4952695
650 0 0 0 4952695
651 0 0 0 4952695
652 2 0.4 2 4952697
653 60 12.7 435 4953132
654 0 0 0 4953132
655 3 0.6 3 4953135
656 62 12.9 327 4953462
657 1 0.2 1 4953463
658 75 17.6333 2723 4956186
659 24 5.1 189 4956375
660 0 0 0 4956375
661 6 1.2 6 4956381
662 48 10.5833 1964 4958345
663 2 0.4 2 4958347
664 162 34.5667 3100 4961447
665 3 0.6 3 4961450
666 4 0.8 4 4961454
667 74 18.1333 4560 4966014
668 5 1 5 4966019
669 2 0.4 2 4966021
670 2 0.4 2 4966023
671 7 1.6 119 4966142
672 22 4.4 22 4966164
673 49 11.15 1849 4968013
674 22 5.15 407 4968420
675 0 0 0 4968420
676 41 13.5 26375 4994795
677 28 5.7 85 4994880
678 35 8.4 739 4995619
679 0 0 0 4995619
680 0 0 0 4995619
681 39 8.76667 1306 4996925
682 1 0.25 30 4996955
683 0 0 0 4996955
684 40 8.15 124 4997079
685 3 0.6 3 4997082
686 0 0 0 4997082
687 39 7.8 39 4997121
688 8 1.7 65 4997186
689 38 9.9 3284 5000470
690 133 28.1 910 5001380
691 0 0 0 5001380
692 0 0 0 5001380
693 6 1.2 6 5001386
694 28 5.9 193 5001579
695 0 0 0 5001579
696 52 11 368 5001947
697 0 0 0 5001947
698 38 8.55 515 5002462
699 0 0 0 5002462
700 0 0 0 5002462
701 0 0 0 5002462
702 32 7.46667 1354 5003816
703 94 20.8833 5412 5009228
704 0 0 0 5009228
705 272 55.6 884 5010112
706 10 2 10 5010122
707 14 2.8 14 5010136
708 9 2.1 174 5010310
709 3 0.75 87 5010397
710 0 0 0 5010397
711 0 0 0 5010397
712 47 9.6 161 5010558
713 56 11.5 221 5010779
714 12 2.4 12 5010791
715 32 6.4 32 5010823
716 122 24.7 287 5011110
717 15 3.3 180 5011290
718 40 8.05 69 5011359
719 0 0 0 5011359
720 4 0.8 4 5011363
721 0 0 0 5011363
722 0 0 0 5011363
723 6 1.3 63 5011426
724 0 0 0 5011426
725 157 33.6833 1669 5013095
726 3 0.6 3 5013098
727 91 19.25 648 5013746
728 0 0 0 5013746
729 0 0 0 5013746
730 162 36.3 4284 5018030
731 6 1.2 6 5018036
732 0 0 0 5018036
733 0 0 0 5018036
734 2 0.4 2 5018038
735 33 6.65 62 5018100
736 5 1 5 5018105
737 0 0 0 5018105
738 0 0 0 5018105
739 0 0 0 5018105
740 49 10.6 449 5018554
741 30 6 30 5018584
742 173 38.5 2959 5021543
743 4 1.03333 523 5022066
744 82 16.55 166 5022232
745 0 0 0 5022232
746 17 3.4 17 5022249
747 15 3.05 44 5022293
748 0 0 0 5022293
749 60 12 60 5022353
750 10 2.4 226 5022579
751 0 0 0 5022579
752 24 4.8 24 5022603
753 8 1.8 118 5022721
754 2 0.4 2 5022723
755 1 0.2 1 5022724
756 23 5.81667 1399 5024123
757 34 7.05 176 5024299
758 7 1.4 7 5024306
759 14 2.85 43 5024349
760 0 0 0 5024349
761 27 5.65 162 5024511
762 2 0.4 2 5024513
763 73 15.55 587 5025100
764 8 1.6 8 5025108
765 0 0 0 5025108
766 104 25.1 4701 5029809
767 18 3.7 76 5029885
768 85 25.2167 19198 5049083
769 4 0.8 4 5049087
770 2 0.4 2 5049089
771 95 20.7 2049 5051138
772 110 23.8333 2466 5053604
773 0 0 0 5053604
774 17 4.33333 895 5054499
775 71 16.15 3256 5057755
776 0 0 0 5057755
777 0 0 0 5057755
778 0 0 0 5057755
779 0 0 0 5057755
780 80 16.2833 627 5058382
781 5 1.2 115 5058497
782 4 0.8 4 5058501
783 17 3.45 46 5058547
784 89 18.75 593 5059140
785 0 0 0 5059140
786 4 0.8 4 5059144
787 10 2.1 67 5059211
788 0 0 0 5059211
789 6 1.2 6 5059217
790 0 0 0 5059217
791 6 1.35 90 5059307
792 0 0 0 5059307
793 2 0.4 2 5059309
794 54 11.3 319 5059628
795 67 13.55 151 5059779
796 0 0 0 5059779
797 11 3.16667 2339 5062118
798 10 2 10 5062128
799 28 5.6 28 5062156
800 2 0.4 2 5062158
801 0 0 0 5062158
802 0 0 0 5062158
803 106 22.45 715 5062873
804 2 0.4 2 5062875
805 14 2.95 98 5062973
806 36 7.2 36 5063009
807 0 0 0 5063009
808 36 7.35 120 5063129
809 0 0 0 5063129
810 0 0 0 5063129
811 0 0 0 5063129
812 25 5.2 137 5063266
813 0 0 0 5063266
814 13 2.95 207 5063473
815 26 6.2 535 5064008
816 0 0 0 5064008
817 35 7.18333 527 5064535
818 51 10.55 244 5064779
819 0 0 0 5064779
820 4 0.85 33 5064812
821 2 0.5 59 5064871
822 34 7 146 5065017
823 12 2.4 12 5065029
824 0 0 0 5065029
825 0 0 0 5065029
826 45 9.95 523 5065552
827 34 6.95 118 5065670
828 24 4.8 24 5065694
829 15 3.33333 587 5066281
830 0 0 0 5066281
831 0 0 0 5066281
832 8 2.33333 1782 5068063
833 2 0.4 2 5068065
834 14 2.8 14 5068079
835 0 0 0 5068079
836 1 0.2 1 5068080
837 40 8.8 464 5068544
838 80 18.0833 2535 5071079
839 0 0 0 5071079
840 6 1.2 6 5071085
841 0 0 0 5071085
842 24 5.3 297 5071382
843 0 0 0 5071382
844 15 4.08333 2018 5073400
845 40 8.2 150 5073550
846 5 1 5 5073555
847 0 0 0 5073555
848 0 0 0 5073555
849 0 0 0 5073555
850 12 2.4 12 5073567
851 27 5.4 27 5073594
852 0 0 0 5073594
853 18 4.5 459 5074053
854 0 0 0 5074053
855 0 0 0 5074053
856 28 5.98333 629 5074682
857 52 10.4 52 5074734
858 0 0 0 5074734
859 0 0 0 5074734
860 21 4.4 131 5074865
861 0 0 0 5074865
862 0 0 0 5074865
863 44 9 156 5075021
864 0 0 0 5075021
865 0 0 0 5075021
866 4 0.8 4 5075025
867 13 2.7 70 5075095
868 0 0 0 5075095
869 0 0 0 5075095
870 8 1.6 8 5075103
871 0 0 0 5075103
872 0 0 0 5075103
873 0 0 0 5075103
874 0 0 0 5075103
875 0 0 0 5075103
876 0 0 0 5075103
877 2 0.4 2 5075105
878 133 27.3 509 5075614
879 0 0 0 5075614
880 0 0 0 5075614
881 1 0.25 30 5075644
882 8 1.9 173 5075817
883 3 0.75 87 5075904
884 55 11.5 326 5076230
885 19 3.95 103 5076333
886 0 0 0 5076333
887 14 2.8 14 5076347
888 15 3.2 127 5076474
889 17 3.4 17 5076491
890 71 14.6 290 5076781
891 0 0 0 5076781
892 1 0.2 1 5076782
893 20 4.5 285 5077067
894 0 0 0 5077067
895 71 15.25 608 5077675
896 0 0 0 5077675
897 4 0.8 4 5077679
898 0 0 0 5077679
899 0 0 0 5077679
900 4 1.1 4963 5082642
901 0 0 0 5082642
902 2 0.4 2 5082644
903 2 0.4 2 5082646
904 128 28.55 1437 5084083
905 0 0 0 5084083
906 6 1.25 35 5084118
907 0 0 0 5084118
908 0 0 0 5084118
909 0 0 0 5084118
910 8 2 224 5084342
911 0 0 0 5084342
912 0 0 0 5084342
913 34 7 144 5084486
914 0 0 0 5084486
915 6 1.2 6 5084492
916 0 0 0 5084492
917 47 9.85 293 5084785
918 153 32.7167 1962 5086747
919 43 8.6 43 5086790
920 0 0 0 5086790
921 0 0 0 5086790
922 0 0 0 5086790
923 0 0 0 5086790
924 0 0 0 5086790
925 1 0.25 30 5086820
926 0 0 0 5086820
927 2 0.4 2 5086822
928 0 0 0 5086822
929 0 0 0 5086822
930 62 14.9 2319 5089141
931 24 4.85 53 5089194
932 0 0 0 5089194
933 12 2.45 41 5089235
934 1 0.2 1 5089236
935 3 0.6 3 5089239
936 0 0 0 5089239
937 4 1 114 5089353
938 0 0 0 5089353
939 34 7 146 5089499
940 0 0 0 5089499
941 0 0 0 5089499
942 0 0 0 5089499
943 100 20.7 457 5089956
944 0 0 0 5089956
945 16 3.2 16 5089972
946 55 11 55 5090027
947 2 0.4 2 5090029
948 0 0 0 5090029
949 3 0.6 3 5090032
950 11 2.2 11 5090043
951 72 15.3 513 5090556
952 0 0 0 5090556
953 6 1.2 6 5090562
954 0 0 0 5090562
955 0 0 0 5090562
956 24 5.1 190 5090752
957 12 2.5 69 5090821
958 0 0 0 5090821
959 16 3.2 16 5090837
960 12 4 11917 5102754
961 18 3.9 183 5102937
962 32 6.9 297 5103234
963 6 1.35 90 5103324
964 0 0 0 5103324
965 16 3.7 285 5103609
966 70 14.3 239 5103848
967 40 8 40 5103888
968 0 0 0 5103888
969 0 0 0 5103888
970 0 0 0 5103888
971 0 0 0 5103888
972 9 1.8 9 5103897
973 37 7.85 280 5104177
974 0 0 0 5104177
975 15 3.1 72 5104249
976 8 1.6 8 5104257
977 0 0 0 5104257
978 0 0 0 5104257
979 52 10.75 244 5104501
980 1 0.2 1 5104502
981 11 2.2 11 5104513
982 0 0 0 5104513
983 13 2.75 97 5104610
984 0 0 0 5104610
985 0 0 0 5104610
986 0 0 0 5104610
987 0 0 0 5104610
988 28 5.9 195 5104805
989 19 3.85 48 5104853
990 0 0 0 5104853
991 86 19.35 3338 5108191
992 20 4 20 5108211
993 0 0 0 5108211
994 4 0.8 4 5108215
995 16 3.3 74 5108289
996 0 0 0 5108289
997 0 0 0 5108289
998 0 0 0 5108289
999 5 1.05 34 5108323
1000 16 3.4 128 5108451
1001 0 0 0 5108451
1002 28 5.7 85 5108536
1003 12 3 336 5108872
1004 0 0 0 5108872
1005 0 0 0 5108872
1006 0 0 0 5108872
1007 0 0 0 5108872
1008 4 0.8 4 5108876
1009 22 4.73333 594 5109470
1010 0 0 0 5109470
